Size,Time
5,344711
5,394308
5,373375
5,319672
5,303963
5,282399
5,297898
5,272777
5,211747
5,367969
5,288301
5,321917
5,327475
5,305050
5,237568
5,242865
5,255418
5,317314
5,216032
5,297190
5,317488
5,347891
5,1511103
5,584415
5,306578
5,220920
5,1543492
5,1605157
5,328912
5,321840
5,344253
5,1860555
5,311994
5,458278
5,225074
5,331965
5,191715
5,207609
5,350830
5,183964
5,185864
5,195123
5,194222
5,226745
5,1887743
5,343546
5,211088
5,302578
5,198860
5,240615
5,225746
5,263418
5,295085
5,225881
5,1672538
5,299235
5,311733
5,304534
5,257750
5,342732
5,291893
5,307357
5,192781
5,213619
5,239454
5,296022
5,2144974
5,450782
5,294701
5,279312
5,1009243
5,1758435
5,240590
5,351403
5,254912
5,273092
5,307534
5,264752
5,412193
5,256000
5,1612977
5,280870
5,299676
5,262191
5,276245
5,394649
5,384299
5,360019
5,361788
5,377510
5,377980
5,275981
5,260604
5,250777
5,277433
5,358906
5,352280
5,351877
5,371470
5,421233
5,326859
5,254721
5,290551
5,314751
5,2147935
5,1612092
5,410080
5,358972
5,4337177
5,1814789
5,419302
5,456081
5,309554
5,1681594
5,382279
5,286333
5,362118
5,405517
5,362076
5,1904119
5,1852700
5,413771
5,361020
5,361104
5,412653
5,459878
5,397831
5,442785
5,1779818
5,494110
5,522398
5,3051808
5,500203
5,531476
5,421412
5,368460
5,406090
5,355340
5,398465
5,375805
5,404508
5,3087703
5,429653
5,305279
5,376663
5,375365
5,416504
5,498538
5,363457
5,363833
5,387009
5,425945
5,1832300
5,1292841
5,456713
5,440201
5,480830
5,395642
5,453931
5,427283
5,2269808
5,1565953
5,328386
5,469566
5,383450
5,426697
5,440795
5,445983
5,2034638
5,1596487
5,374722
5,449069
5,384962
5,375440
5,359602
5,479871
5,3641163
5,1594247
5,503052
5,436013
5,497398
5,383411
5,420458
5,435012
5,438897
5,1653448
5,472294
5,1577157
5,1670687
5,2733348
5,1784977
5,425379
5,417515
5,466504
5,382168
5,395671
5,3958434
5,627885
5,448330
5,352913
5,412664
5,441426
5,446069
5,2074172
5,1739995
5,455889
5,598590
5,468870
5,405313
5,471331
5,426321
5,450179
5,5907502
5,1639041
5,3327462
5,3971928
5,686715
5,639350
5,2286939
5,1813815
5,1643116
5,405100
5,523151
5,4519936
5,491496
5,1788858
5,497426
5,1562861
5,435139
5,1736492
5,1950629
5,607070
5,497158
5,518215
5,448291
5,456377
5,1865730
5,1810018
5,596660
5,527156
5,1607509
5,505903
5,532646
5,584974
5,455580
5,3757622
5,1762750
5,467172
5,549296
5,468330
5,382037
5,371636
5,1839497
5,1489044
5,246900
5,304387
5,317297
5,355284
5,376913
5,341581
5,1641495
5,322607
5,282762
5,366364
5,430055
5,305219
5,426697
5,371061
5,427490
5,353356
5,1716278
5,295116
5,1639128
5,310250
5,225094
5,300958
5,266774
5,230019
5,308207
5,289284
5,1656150
5,406985
5,270716
5,248046
5,230071
5,232980
5,239841
5,224138
5,1349843
5,256756
5,304136
5,348508
5,282762
5,362082
5,324830
5,224070
5,1998394
5,282445
5,1448295
5,286054
5,295177
5,1850885
5,1413162
5,319928
5,264668
5,1662502
5,561619
5,1539600
5,317929
5,282766
5,267999
5,1455407
5,279214
5,1969563
5,1684780
5,287731
5,295340
5,404891
5,1941669
5,292479
5,236958
5,391882
5,268743
5,274758
5,2018959
5,1494806
5,254326
5,236109
5,215503
5,261767
5,260277
5,1836349
5,430674
5,312478
5,340587
5,276627
5,553599
5,355973
5,391057
5,267320
5,1789717
5,287552
5,1718912
5,1386617
5,274520
5,382056
5,488773
5,449213
5,293606
5,237647
5,341907
5,254024
5,485712
5,3735243
5,473886
5,279077
5,407688
5,2470928
5,3875173
5,340153
5,310504
5,352401
5,256847
5,329198
5,303819
5,263415
5,2773861
5,1631354
5,395608
5,353217
5,327276
5,255969
5,288130
5,333903
5,1978363
5,379125
5,1798840
5,359528
5,442388
5,428231
5,422050
5,378775
5,409120
5,433679
5,324094
5,359012
5,368338
5,337295
5,322025
5,367754
5,2342541
5,324047
5,317858
5,358188
5,304531
5,337783
5,397552
5,360478
5,1655177
5,1796707
5,354970
5,402015
5,434281
5,393771
5,314886
5,344895
5,359657
5,1857818
5,425774
5,362214
5,6217767
5,441680
5,11749777
5,433195
5,417232
5,4290687
5,358997
5,8547372
5,393353
5,2159051
5,567461
5,440865
5,393404
5,371009
5,463876
5,382467
5,3874812
5,469206
5,317478
5,520359
5,2598619
5,427101
5,371457
5,488440
5,481485
5,1708704
5,358506
5,356795
5,448069
5,3900289
5,448197
5,350864
5,490941
5,305452
5,405423
5,433957
5,1772368
5,297651
5,310704
5,319809
5,350023
5,373798
5,355755
5,371894
5,2630010
5,550232
5,1629619
5,1621119
5,5804008
5,435231
5,412893
5,461469
5,2120675
5,1771767
5,415425
5,322742
5,334063
5,372734
5,389712
5,1914655
5,3623717
5,2069244
5,7334129
5,7265347
5,1994029
5,1999038
5,2044143
5,4709755
5,2208746
5,2054809
5,2009555
5,4238986
5,3891240
5,1757804
5,566765
5,1574271
5,543284
5,2105737
5,588847
5,621913
5,684504
5,475584
5,508616
5,452604
5,553726
5,744622
5,2390753
5,489453
5,462861
5,471092
5,414271
5,412012
5,310466
5,322996
5,305265
5,358148
5,412566
5,328290
5,1685875
5,366430
5,376372
5,330546
5,318008
5,478999
5,412214
5,396692
5,410360
5,312210
5,328273
5,1466773
5,318898
5,326720
5,1648450
5,292450
5,1658778
5,278916
5,269349
5,253897
5,212926
5,231764
5,226643
5,171886
5,255697
5,248329
5,215075
5,179353
5,726643
5,250863
5,197829
5,252989
5,257813
5,264237
5,366258
5,217708
5,200319
5,218198
5,233734
5,184485
5,229033
5,192937
5,354484
5,246281
5,412015
5,283764
5,264226
5,246280
5,269447
5,1782751
5,10274991
5,2009428
5,2008577
5,1800382
5,1823090
5,1917802
5,2024729
5,643056
5,1818353
5,3941915
5,1903307
5,1810038
5,1915418
5,623636
5,613309
5,342302
5,1448568
5,315047
5,359825
5,341753
5,1670675
5,446644
5,359449
5,1557767
5,1494032
5,1428590
5,4434063
5,409660
5,368520
5,581005
5,3939797
5,397663
5,414003
5,332853
5,3943299
5,1865775
5,1599464
5,411457
5,379227
5,383141
5,430634
5,393959
5,403461
5,397891
5,2562502
5,397961
5,2409769
5,4535376
5,420183
5,354826
5,2652819
5,277372
5,2231054
5,332301
5,294037
5,247230
5,274858
5,1764798
5,1899514
5,327858
5,328861
5,355247
5,371305
5,342955
5,296824
5,287682
5,1579287
5,428790
5,423038
5,327573
5,457666
5,391222
5,286837
5,313594
5,397930
5,396580
5,2055587
5,283450
5,354431
5,320217
5,335641
5,309549
5,286577
5,418062
5,359777
5,3989391
5,1723798
5,409176
5,414369
5,365290
5,518334
5,568593
5,411408
5,581886
5,354169
5,499891
5,3328327
5,431213
5,399401
5,338175
5,329139
5,517719
5,578539
5,1765168
5,2028251
5,510209
5,469997
5,365305
5,1599635
5,324576
5,448322
5,2309624
5,1678018
5,1634413
5,342853
5,395076
5,527306
5,387341
5,1619469
5,376529
5,541311
5,439060
5,436828
5,437806
5,339804
5,444648
5,1802723
5,410969
5,409647
5,416781
5,336769
5,391749
5,352469
5,362612
5,1852517
5,1830261
5,499169
5,524742
5,425451
5,407893
5,465874
5,440459
5,1767591
5,2121265
5,484955
5,436742
5,2327509
5,1618125
5,482947
5,476262
5,1752346
5,540685
5,425487
5,2586785
5,376495
5,472799
5,2141091
5,1842019
5,451076
5,415853
5,488936
5,369598
5,445070
5,502216
5,421923
