Size,Time
5,377510
5,286118
5,235227
5,259512
5,253087
5,383920
5,268425
5,253948
5,234618
5,311945
5,303976
5,289633
5,286889
5,1522042
5,314814
5,366717
5,337280
5,432343
5,243591
5,278985
5,211897
5,272602
5,219916
5,407262
5,260754
5,233219
5,241364
5,218754
5,201406
5,4240922
5,309216
5,300586
5,328996
5,346802
5,276088
5,283083
5,346240
5,1529265
5,1415537
5,332995
5,313790
5,275296
5,331473
5,2448792
5,1536047
5,1484974
5,321179
5,2420438
5,309642
5,1485672
5,357846
5,392087
5,376637
5,2129171
5,358208
5,1519771
5,366956
5,290862
5,328798
5,343759
5,329138
5,323965
5,331728
5,260953
5,302307
5,351462
5,304964
5,472001
5,1798646
5,347398
5,335059
5,314733
5,1626781
5,3993385
5,9819114
5,3673701
5,491866
5,454011
5,3838438
5,1691420
5,281757
5,235810
5,1467552
5,1643222
5,3581850
5,343906
5,238598
5,224713
5,308074
5,466092
5,1466919
5,251296
5,355995
5,588268
5,244195
5,242199
5,262064
5,228783
5,321407
5,257526
5,326988
5,299922
5,376374
5,1536730
5,348248
5,403469
5,6217745
5,309277
5,378355
5,1053929
5,1685482
5,338526
5,329006
5,2391323
5,1812247
5,1517646
5,1578335
5,407160
5,3744318
5,342993
5,413219
5,1735629
5,404086
5,301561
5,324371
5,370339
5,339012
5,347484
5,260832
5,297983
5,2290666
5,399042
5,342577
5,321399
5,327292
5,296987
5,333437
5,268667
5,334893
5,435673
5,337262
5,351825
5,347652
5,393039
5,1731726
5,389107
5,401072
5,1562181
5,387302
5,344481
5,416874
5,335687
5,412074
5,383579
5,515942
5,336033
5,387554
5,357362
5,316305
5,427886
5,2854970
5,408528
5,565836
5,420563
5,352426
5,445285
5,1892491
5,493597
5,349307
5,282404
5,345330
5,321723
5,385017
5,2151516
5,446550
5,335497
5,516147
5,348023
5,399041
5,393350
5,441526
5,1638243
5,444044
5,375176
5,357252
5,513640
5,3890659
5,455536
5,478492
5,400425
5,378051
5,488471
5,373134
5,335875
5,453849
5,4532940
5,465062
5,1800522
5,2250280
5,3598820
5,1809968
5,466447
5,1654235
5,412180
5,427821
5,388334
5,385341
5,1657948
5,4050472
5,2039803
5,535446
5,537484
5,466730
5,653624
5,466682
5,4287809
5,2001278
5,1854164
5,1726189
5,391377
5,576849
5,541463
5,1827869
5,434007
5,1788868
5,2202563
5,602034
5,482684
5,481433
5,453732
5,481660
5,392645
5,4611269
5,1821513
5,1834232
5,4397606
5,1819054
5,402198
5,469078
5,580370
5,320363
5,459199
5,4013600
5,485245
5,1732225
5,486409
5,8547944
5,397360
5,1624466
5,339769
5,390026
5,419036
5,2427902
5,295507
5,555373
5,352454
5,1907819
5,263259
5,1466131
5,355327
5,386389
5,288363
5,372841
5,355501
5,407946
5,275392
5,425341
5,374084
5,528648
5,373135
5,523697
5,518304
5,422468
5,443210
5,1872653
5,337593
5,388955
5,416745
5,1691156
5,371021
5,1665909
5,354550
5,2213399
5,1513618
5,265280
5,318558
5,389956
5,318351
5,399909
5,2263998
5,357947
5,316376
5,387345
5,329758
5,1770965
5,351499
5,355960
5,337090
5,283117
5,1499481
5,350864
5,322673
5,347536
5,1409269
5,485497
5,1570980
5,383351
5,1996888
5,1654890
5,1456412
5,415579
5,364722
5,450589
5,341371
5,492474
5,431200
5,382189
5,320793
5,393609
5,242797
5,284776
5,236381
5,320332
5,400487
5,315189
5,273618
5,333103
5,1744049
5,331834
5,282923
5,348108
5,278289
5,314543
5,318085
5,276164
5,1798922
5,1435794
5,302009
5,262878
5,466538
5,273570
5,379133
5,299094
5,1763053
5,323874
5,284086
5,244931
5,246417
5,262734
5,265329
5,302368
5,355729
5,3358643
5,438542
5,294312
5,400327
5,287829
5,412845
5,327430
5,1527890
5,398857
5,330376
5,396139
5,1583560
5,459336
5,273905
5,317426
5,360431
5,366862
5,336613
5,3862644
5,388304
5,296044
5,535244
5,294918
5,448035
5,306494
5,382408
5,341245
5,1690361
5,351370
5,1734116
5,3938868
5,540320
5,380648
5,356842
5,4206069
5,1807433
5,422669
5,304997
5,302717
5,354796
5,395700
5,1788524
5,1611692
5,1606192
5,367327
5,375530
5,375860
5,358218
5,387339
5,398427
5,431149
5,354814
5,366079
5,434121
5,386705
5,350018
5,356327
5,406975
5,1933630
5,400226
5,371137
5,413661
5,422649
5,374373
5,374600
5,353802
5,1906415
5,1560970
5,1595743
5,352498
5,405048
5,359168
5,360460
5,391467
5,2011742
5,465916
5,455316
5,387557
5,399670
5,429190
5,395499
5,395917
5,398259
5,2071328
5,469685
5,420712
5,395055
5,441413
5,367528
5,393804
5,454665
5,462091
5,656860
5,527397
5,450106
5,470048
5,1594675
5,1656955
5,1674686
5,2533390
5,489267
5,483461
5,409074
5,461207
5,364021
5,468357
5,408812
5,523908
5,505727
5,1769120
5,457040
5,473432
5,422836
5,376690
5,450209
5,3577396
5,571527
5,1849192
5,395101
5,507668
5,390261
5,504617
5,457771
5,2244356
5,1701374
5,541369
5,502101
5,476734
5,600449
5,502307
5,491083
5,1858301
5,1745436
5,460706
5,483878
5,420354
5,1589965
5,586632
5,3914890
5,584976
5,1649268
5,1763111
5,1830025
5,505503
5,501146
5,4200490
5,588624
5,1773238
5,435524
5,344339
5,297990
5,313909
5,358424
5,297066
5,381962
5,299641
5,306703
5,278878
5,298403
5,317303
5,341515
5,353401
5,1855632
5,312658
5,246212
5,457138
5,307018
5,319455
5,406415
5,268448
5,11019963
5,421905
5,338057
5,1777562
5,204408
5,251796
5,278730
5,207787
5,287707
5,241839
5,196249
5,245585
5,228349
5,242432
5,259556
5,641615
5,306423
5,316758
5,294045
5,297433
5,272388
5,393899
5,240575
5,284757
5,1513912
5,219046
5,268872
5,301283
5,416827
5,381224
5,266594
5,329308
5,315017
5,295396
5,359218
5,329995
5,282572
5,238085
5,321044
5,273866
5,294027
5,333188
5,3824030
5,353116
5,302945
5,291956
5,257992
5,308595
5,257456
5,293472
5,1589849
5,347770
5,275311
5,363632
5,311728
5,312244
5,289509
5,286996
5,4229496
5,1582628
5,351657
5,346244
5,316922
5,303563
5,343307
5,1753302
5,370847
5,458733
5,382019
5,351085
5,287827
5,374635
5,1963875
5,2070251
5,2464477
5,2029852
5,2064564
5,1852750
5,2414900
5,2370771
5,2237834
5,2341611
5,2165543
5,2097286
5,2020884
5,7444672
5,2369706
5,1959476
5,2156566
5,6446602
5,4890879
5,1969891
5,2310886
5,4432218
